plot,domsp,species,tree_id,slope,south,elevation,era95_ribes,density95,era95_dbh,vpd95,era95_inc_tot,era95_status,inc_tot,vpd00,ribes,density00,dbh,status
3,PIBA,PIBA,148,11,1,3232.0992,FALSE,171.6443529,0,8.170595238095238,0,1,0,9.262045454545454,FALSE,168.2114658,1.3,1
3,PIBA,PIBA,149,11,1,3232.0992,FALSE,171.6443529,0.8,8.170595238095238,0,1,0,9.262045454545454,FALSE,168.2114658,2,1
3,PIBA,PIBA,150,11,1,3232.0992,FALSE,171.6443529,95,8.170595238095238,0,1,0,9.262045454545454,FALSE,168.2114658,95,1
4,PIBA,PIBA,151,11,1,3057.1440000000002,FALSE,108.7962963,91.9,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,93,1
4,PIBA,PIBA,152,11,1,3057.1440000000002,FALSE,108.7962963,25.4,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,27.9,1
4,PIBA,PIBA,153,11,1,3057.1440000000002,FALSE,108.7962963,28.5,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,31.8,1
4,PIBA,PIBA,154,11,1,3057.1440000000002,FALSE,108.7962963,82.6,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,85.1,1
4,PIBA,PIBA,155,11,1,3057.1440000000002,FALSE,108.7962963,34.5,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,36.5,1
4,PIBA,PIBA,156,11,1,3057.1440000000002,FALSE,108.7962963,50.5,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,55.9,1
4,PIBA,PIBA,157,11,1,3057.1440000000002,FALSE,108.7962963,10.7,8.123935185185186,0,1,NA,9.0875,FALSE,104.1666667,11.3,3
4,PIBA,PIBA,158,11,1,3057.1440000000002,FALSE,108.7962963,64.8,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,65.6,1
4,PIBA,PIBA,159,11,1,3057.1440000000002,FALSE,108.7962963,49.3,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,50,1
4,PIBA,PIBA,160,11,1,3057.1440000000002,FALSE,108.7962963,59.2,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,60,1
4,PIBA,PIBA,161,11,1,3057.1440000000002,FALSE,108.7962963,77.5,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,78,1
4,PIBA,PIBA,162,11,1,3057.1440000000002,FALSE,108.7962963,71.6,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,72,1
4,PIBA,PIBA,163,11,1,3057.1440000000002,FALSE,108.7962963,20.8,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,25.8,1
4,PIBA,PIBA,164,11,1,3057.1440000000002,FALSE,108.7962963,68.6,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,70.2,1
4,PIBA,PIBA,165,11,1,3057.1440000000002,FALSE,108.7962963,11.7,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,18.5,1
4,PIBA,PIBA,166,11,1,3057.1440000000002,FALSE,108.7962963,63.2,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,65,1
4,PIBA,PIBA,167,11,1,3057.1440000000002,FALSE,108.7962963,25.1,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,28.8,1
4,PIBA,PIBA,168,11,1,3057.1440000000002,FALSE,108.7962963,147.3,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,153.8,1
4,PIBA,PIBA,169,11,1,3057.1440000000002,FALSE,108.7962963,148.6,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,150,1
4,PIBA,PIMO,170,11,1,3057.1440000000002,FALSE,108.7962963,27.4,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,33.4,1
4,PIBA,PIBA,171,11,1,3057.1440000000002,FALSE,108.7962963,0,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,2.5,1
4,PIBA,PIBA,172,11,1,3057.1440000000002,FALSE,108.7962963,9.9,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,12,1
4,PIBA,PIBA,173,11,1,3057.1440000000002,FALSE,108.7962963,72.4,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,75.3,1
4,PIBA,PIBA,174,11,1,3057.1440000000002,FALSE,108.7962963,105.2,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,105.4,1
4,PIBA,PIBA,175,11,1,3057.1440000000002,FALSE,108.7962963,56.1,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,7.7,1
4,PIBA,PIBA,176,11,1,3057.1440000000002,FALSE,108.7962963,51.3,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,53.2,1
4,PIBA,PIBA,177,11,1,3057.1440000000002,FALSE,108.7962963,60.5,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,64.2,1
4,PIBA,PIBA,178,11,1,3057.1440000000002,FALSE,108.7962963,27.9,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,28.8,1
4,PIBA,PIBA,179,11,1,3057.1440000000002,FALSE,108.7962963,35.6,8.123935185185186,0,1,0,9.0875,FALSE,104.1666667,37.7,1
