plot,vpd20,idshort,vpd_hpa,perchange,vpd2,vpd_final
118,6.278333351016045,bcc-csm1-1_r1i1p1_rcp45,6.926666632294655,0.1032651891880969,0.7152835402267856,7.64195017252144
119,6.278333351016045,bcc-csm1-1_r1i1p1_rcp45,6.926666632294655,0.1032651891880969,0.7152835402267856,7.64195017252144
120,7.773333345850308,bcc-csm1-1_r1i1p1_rcp45,8.548333317041397,0.09969982460675152,0.8522673323890777,9.400600649430475
121,8.22166662911574,bcc-csm1-1_r1i1p1_rcp45,8.998333302636942,0.09446584355181212,0.8500351459939622,9.848368448630904
122,6.1683333069086075,bcc-csm1-1_r1i1p1_rcp45,6.796666674315929,0.10186436694391676,0.6923381481080082,7.489004822423937
123,5.424999982118607,bcc-csm1-1_r1i1p1_rcp45,5.99499998241663,0.10506912482521762,0.6298894014797103,6.62488938389634
124,5.424999982118607,bcc-csm1-1_r1i1p1_rcp45,5.99499998241663,0.10506912482521762,0.6298894014797103,6.62488938389634
125,9.785000016291935,bcc-csm1-1_r1i1p1_rcp45,10.676666686932245,0.09112587318913576,0.972920574596058,11.649587261528303
126,7.186666687329611,bcc-csm1-1_r1i1p1_rcp45,7.903333355983099,0.09972170685430577,0.7881338920972032,8.691467248080302
127,6.858333309491476,bcc-csm1-1_r1i1p1_rcp45,7.551666674514611,0.10109356511787027,0.7634249067084936,8.315091581223104
128,6.743333324790001,bcc-csm1-1_r1i1p1_rcp45,7.435000032186508,0.10257044611064765,0.7626112701340498,8.197611302320558
129,6.298333341876666,bcc-csm1-1_r1i1p1_rcp45,6.933333305021127,0.10082031684833859,0.6990208606273686,7.632354165648495
130,5.223333306610584,bcc-csm1-1_r1i1p1_rcp45,5.791666614512603,0.10880663257363705,0.6301717413142732,6.421838355826876
131,5.733333297073841,bcc-csm1-1_r1i1p1_rcp45,6.351666649182638,0.10784884116616417,0.6850198875881205,7.036686536770759
132,6.743333324790001,bcc-csm1-1_r1i1p1_rcp45,7.435000032186508,0.10257044611064765,0.7626112701340498,8.197611302320558
133,6.789999971787135,bcc-csm1-1_r1i1p1_rcp45,7.469999986390273,0.10014727797180849,0.7481001650864323,8.218100151476705
134,8.96499996383985,bcc-csm1-1_r1i1p1_rcp45,9.794999991854032,0.09258226785967337,0.9068433129313285,10.701843304785362
135,7.93166667719682,bcc-csm1-1_r1i1p1_rcp45,8.676666662096977,0.09392729362190647,0.8149758172301899,9.491642479327167
136,6.9500000278155,bcc-csm1-1_r1i1p1_rcp45,7.640000040332477,0.0992805769432284,0.7585036118504964,8.398503652182972
137,5.168333326776823,bcc-csm1-1_r1i1p1_rcp45,5.736666652063529,0.10996452615434174,0.63082983009958,6.367496482163109
138,7.755000034968058,bcc-csm1-1_r1i1p1_rcp45,8.496666674812635,0.09563721940687685,0.8125975750061547,9.30926424981879
139,9.913333296775818,bcc-csm1-1_r1i1p1_rcp45,10.801666649679342,0.08960995522993696,0.967936864886469,11.769603514565812
140,7.4749999940395355,bcc-csm1-1_r1i1p1_rcp45,8.193333360056082,0.09609810924272048,0.7873638442966955,8.980697204352778
141,5.7983333542943,bcc-csm1-1_r1i1p1_rcp45,6.396666646003723,0.10319056445181646,0.6600756418112318,7.056742287814955
142,5.753333307802677,bcc-csm1-1_r1i1p1_rcp45,6.37333332747221,0.10776361919249282,0.6868134656885384,7.060146793160748
143,7.069999975462754,bcc-csm1-1_r1i1p1_rcp45,7.78166663646698,0.10066006555504194,0.7833030737542489,8.564969710221229
144,12.295000021656355,bcc-csm1-1_r1i1p1_rcp45,13.318333342671394,0.08323166484038592,1.1085070570097622,14.426840399681156
145,8.528333311279614,bcc-csm1-1_r1i1p1_rcp45,9.320000005265076,0.09282783224928605,0.8651553970520915,10.185155402317168
146,6.814999972780545,bcc-csm1-1_r1i1p1_rcp45,7.496666667362054,0.10002446035276888,0.7498500378474797,8.246516705209533
147,8.96499996383985,bcc-csm1-1_r1i1p1_rcp45,9.794999991854032,0.09258226785967337,0.9068433129313285,10.701843304785362
148,6.980000009139379,bcc-csm1-1_r1i1p1_rcp45,7.675000001986821,0.09957019941797032,0.7642012807307504,8.43920128271757
149,7.253333340088527,bcc-csm1-1_r1i1p1_rcp45,7.981666614611943,0.10041359473967416,0.8014678367868308,8.783134451398775
150,8.821666623155277,bcc-csm1-1_r1i1p1_rcp45,9.683333426713943,0.09767619208109123,0.9458311357729624,10.629164562486906
151,8.091666678587595,bcc-csm1-1_r1i1p1_rcp45,8.874999962747097,0.0968074088163297,0.8591657496385691,9.734165712385666
152,7.233333297073841,bcc-csm1-1_r1i1p1_rcp45,7.978333291908105,0.10299539150721075,0.8217315609750888,8.800064852883194
153,8.22166662911574,bcc-csm1-1_r1i1p1_rcp45,8.998333302636942,0.09446584355181212,0.8500351459939622,9.848368448630904
154,9.47333337366581,bcc-csm1-1_r1i1p1_rcp45,10.385000000397364,0.09623504111718753,0.9994009020402328,11.384400902437596
1,7.230000006655852,bcc-csm1-1_r1i1p1_rcp85,7.633333310484886,0.05578607240079253,0.4258336847180912,8.059166995202977
2,5.736666657030582,bcc-csm1-1_r1i1p1_rcp85,6.0316666314999265,0.05142358657144674,0.310169931195043,6.3418365626949695
3,5.636666650573413,bcc-csm1-1_r1i1p1_rcp85,6.033333346247673,0.07037256596217334,0.4245811488805944,6.457914495128268
4,6.659999971588453,bcc-csm1-1_r1i1p1_rcp85,7.0950000037749605,0.06531532042675925,0.46341219867441963,7.5584122024493805
5,6.599999971687794,bcc-csm1-1_r1i1p1_rcp85,7.04166661699613,0.06691918897014638,0.4712226190075354,7.512889236003665
6,7.086666656037171,bcc-csm1-1_r1i1p1_rcp85,7.525000010927519,0.061853248666201725,0.4654456968890705,7.99044570781659
7,8.250000004967054,bcc-csm1-1_r1i1p1_rcp85,8.775000005960464,0.06363636371846362,0.5584090920088206,9.333409097969286
8,5.436666674911976,bcc-csm1-1_r1i1p1_rcp85,5.8066666424274445,0.06805640103390359,0.3951808336872326,6.201847476114677
9,6.426666669547558,bcc-csm1-1_r1i1p1_rcp85,6.863333309690157,0.0679460539336391,0.46633641522474917,7.329669724914906
10,8.951666702826818,bcc-csm1-1_r1i1p1_rcp85,9.343333313862484,0.04375348457868548,0.40880339006160044,9.752136703924084
11,4.948333330452442,bcc-csm1-1_r1i1p1_rcp85,5.24333330988884,0.05961602821316501,0.31258670653336096,5.555920016422201
12,5.381666685144106,bcc-csm1-1_r1i1p1_rcp85,5.70833332836628,0.060699902527208714,0.3464952766246501,6.05482860499093
13,6.063333320120971,bcc-csm1-1_r1i1p1_rcp85,6.433333327372869,0.06102254118606099,0.3925783479332697,6.825911675306139
14,6.063333320120971,bcc-csm1-1_r1i1p1_rcp85,6.433333327372869,0.06102254118606099,0.3925783479332697,6.825911675306139
15,4.924999984602134,bcc-csm1-1_r1i1p1_rcp85,5.238333334525426,0.06362098495490753,0.33326792626463275,5.571601260790059
16,5.284999979039034,bcc-csm1-1_r1i1p1_rcp85,5.623333305120468,0.06401765892588576,0.35999263355377603,5.983325938674244
17,5.9416666477918625,bcc-csm1-1_r1i1p1_rcp85,6.236666674415271,0.04964937350247357,0.30964659312847354,6.546313267543744
18,6.58333332836628,bcc-csm1-1_r1i1p1_rcp85,6.96000000834465,0.057215191938616954,0.39821773637021474,7.358217744714865
19,5.520000005761783,bcc-csm1-1_r1i1p1_rcp85,5.799999964733918,0.05072463019562886,0.29420285334578844,6.094202818079706
20,5.889999973277251,bcc-csm1-1_r1i1p1_rcp85,6.279999973873297,0.06621392230313473,0.41582343033373464,6.695823404207031
21,6.168333301941554,bcc-csm1-1_r1i1p1_rcp85,6.5683333327372875,0.06484734387972012,0.425938970344643,6.994272303081931
22,6.168333301941554,bcc-csm1-1_r1i1p1_rcp85,6.5683333327372875,0.06484734387972012,0.425938970344643,6.994272303081931
23,7.024999996026357,bcc-csm1-1_r1i1p1_rcp85,7.436666667461395,0.058600237959842705,0.4357904363412682,7.872457103802663
24,5.729999981820583,bcc-csm1-1_r1i1p1_rcp85,6.091666668653488,0.0631180956335698,0.3844943993599005,6.476161068013389
25,5.283333348731199,bcc-csm1-1_r1i1p1_rcp85,5.598333316544691,0.059621444838255294,0.3337807210185361,5.9321140375632275
26,5.283333348731199,bcc-csm1-1_r1i1p1_rcp85,5.598333316544691,0.059621444838255294,0.3337807210185361,5.9321140375632275
27,7.086666656037171,bcc-csm1-1_r1i1p1_rcp85,7.525000010927519,0.061853248666201725,0.4654456968890705,7.99044570781659
28,6.66499999165535,bcc-csm1-1_r1i1p1_rcp85,7.065000002582868,0.060015005465614724,0.42400601376957886,7.489006016352446
29,5.368333349625269,bcc-csm1-1_r1i1p1_rcp85,5.704999993244807,0.06271343854662806,0.3577801664848717,6.062780159729679
30,5.751666642725468,bcc-csm1-1_r1i1p1_rcp85,6.098333348830542,0.06027239192374394,0.36756113768235227,6.465894486512894
31,5.368333349625269,bcc-csm1-1_r1i1p1_rcp85,5.704999993244807,0.06271343854662806,0.3577801664848717,6.062780159729679
32,5.663333351413408,bcc-csm1-1_r1i1p1_rcp85,6.0216666882236805,0.06327251365502655,0.38100598775665134,6.402672675980332
33,4.679999974866708,bcc-csm1-1_r1i1p1_rcp85,4.996666679779688,0.06766382619948608,0.338093585797376,5.334760265577064
34,4.606666664282481,bcc-csm1-1_r1i1p1_rcp85,4.861666679382324,0.055354561917182035,0.26911542922456966,5.130782108606894
35,8.788333306709927,bcc-csm1-1_r1i1p1_rcp85,9.201666663090387,0.04703205283132346,0.43277327263469495,9.634439935725082
36,10.588333383202553,bcc-csm1-1_r1i1p1_rcp85,11.078333353002867,0.04627734621367846,0.512675868047455,11.59100922105032
37,9.5233333359162,bcc-csm1-1_r1i1p1_rcp85,9.936666602889696,0.04340216312860274,0.43127282485315743,10.367939427742854
38,7.230000006655852,bcc-csm1-1_r1i1p1_rcp85,7.633333310484886,0.05578607240079253,0.4258336847180912,8.059166995202977
39,9.5233333359162,bcc-csm1-1_r1i1p1_rcp85,9.936666602889696,0.04340216312860274,0.43127282485315743,10.367939427742854
40,9.5233333359162,bcc-csm1-1_r1i1p1_rcp85,9.936666602889696,0.04340216312860274,0.43127282485315743,10.367939427742854
41,8.788333306709927,bcc-csm1-1_r1i1p1_rcp85,9.201666663090387,0.04703205283132346,0.43277327263469495,9.634439935725082
42,9.39500000079473,bcc-csm1-1_r1i1p1_rcp85,9.826666603485743,0.04594641859015417,0.4515001371096445,10.278166740595386
43,8.309999987483025,bcc-csm1-1_r1i1p1_rcp85,8.704999968409538,0.04753309043579834,0.4137755507420323,9.118775519151571
44,8.270000018179417,bcc-csm1-1_r1i1p1_rcp85,8.634999975562096,0.04413542401213092,0.3811093852661732,9.016109360828269
45,6.136666677892208,bcc-csm1-1_r1i1p1_rcp85,6.509999975562096,0.06083649597832128,0.39604558733215506,6.906045562894251
46,7.34833330164353,bcc-csm1-1_r1i1p1_rcp85,7.713333333532015,0.04967113179349785,0.3831299965770488,8.096463330109064
47,7.34833330164353,bcc-csm1-1_r1i1p1_rcp85,7.713333333532015,0.04967113179349785,0.3831299965770488,8.096463330109064
48,5.980000024040541,bcc-csm1-1_r1i1p1_rcp85,6.406666651368141,0.07134893404888522,0.45710883638165783,6.863775487749799
49,9.90166669090589,bcc-csm1-1_r1i1p1_rcp85,10.2999999721845,0.04022891233497654,0.41435779593127103,10.714357768115772
50,5.953333298365275,bcc-csm1-1_r1i1p1_rcp85,6.331666707992554,0.06354984521548035,0.4023764392489368,6.734043147241491
51,7.520000000794729,bcc-csm1-1_r1i1p1_rcp85,7.926666637261709,0.0540780101627663,0.4286583589666993,8.355324996228408
52,4.325000000496705,bcc-csm1-1_r1i1p1_rcp85,4.576666673024495,0.05818882601130344,0.26631086074835336,4.8429775337728485
53,4.44833334783713,bcc-csm1-1_r1i1p1_rcp85,4.67999998976787,0.052079424767791135,0.24373170738037905,4.9237316971482485
54,5.586666690806547,bcc-csm1-1_r1i1p1_rcp85,5.874999947845936,0.05161096464084238,0.30321441457322745,6.178214362419164
55,5.586666690806547,bcc-csm1-1_r1i1p1_rcp85,5.874999947845936,0.05161096464084238,0.30321441457322745,6.178214362419164
56,5.096666646500428,bcc-csm1-1_r1i1p1_rcp85,5.381666640440623,0.05591890027492523,0.3009368801796911,5.682603520620314
